1.398223, Gdańsk, Poland, PL, 18.64637, 54.35205
445.3345602, Grenoble, France, FR, 5.715833, 45.186111
446.365339, Roscoff, France, FR, -3.976594, 48.715772
447.314250, Johannesburg, South Africa, ZA, 28.24222, -26.13361
448.315108, Manchester Airport, United Kingdom, GB, -2.275187, 53.36442
449.388137, Ischia, Italy, IT, 13.948413848876953, 40.73539352416992
450.380402, Grimsby, United Kingdom, GB, -0.07553, 53.56539
451.447319, Cetara, Italy, IT, 14.70091, 40.64756
452.379262, Brest, France, FR, -4.48333, 48.4
453.376217, Berlim, Alemanha, DE, 13.41053, 52.52437
454.378515, Cartagena, Spain, ES, -0.98623, 37.60512
455.378786, Santander, España, ES, -3.80444, 43.46472
456.393245, Groningen, Netherlands, NL, 6.56667, 53.21917
457.380141, Bolton, United Kingdom, GB, -2.43333, 53.58333
458.380540, Liverpool, United Kingdom, GB, -2.97794, 53.41058
459.314028, Brussels Airport, Belgium, BE, 4.4848145, 50.8955342
460.314044, Amsterdam Airport Schiphol, Netherlands, NL, 4.763385, 52.30907
461.319635, London Kings Cross, United Kingdom, GB, -0.1236132, 51.5322147
462.378491, Burgos, España, ES, -3.7, 42.35
463.376460, Francoforte sul Meno, Germania, DE, 8.68417, 50.11552
464.388058, Флоренция, Италия, IT, 11.25, 43.76667
465.369233, Bruselas, Bélgica, BE, 4.34878, 50.85045
466.361881, St-Pierre-des-Corps, France, FR, 0.781207, 47.387948
467.379149, Aix-en-Provence, France, FR, 5.44973, 43.5283
468.393157, Arnhem, Netherlands, NL, 5.91111, 51.98
469.363846, Parigi-Bercy, Francia, FR, 2.384298, 48.837737
470.320755, Paris Gare de Lyon, France, FR, 2.37356, 48.844928
471.16841666, Gare de Virieu Le Grand Belley, France, FR, 5.653696099999999, 45.8482782
472.393410, Venlo, Niederlande, NL, 6.16806, 51.37
473.388645, Sorrento, Italy, IT, 14.37441, 40.62601
474.447709, Capri, Italy, IT, 14.24263, 40.55068
475.373029, Basel, Switzerland, CH, 7.57327, 47.5584
476.379524, Landerneau, France, FR, -4.25252, 48.45252
477.389973, Каунас, Литва, LT, 23.9, 54.9
478.390050, Вильнюс, Литва, LT, 25.2798, 54.68916
479.315095, Rome Leonardo da Vinci Fiumicino Airport, Italy, IT, 12.2508697, 41.794271
480.389829, Luang Prabang, Laos, LA, 102.13503, 19.88601
481.380425, Hereford, United Kingdom, GB, -2.71482, 52.05684
482.314036, Dusseldorf Airport, Germany, DE, 6.766375, 51.277448
483.388430, Pompei, Italy, IT, 14.49734, 40.74611
484.376422, Erfurt, Deutschland, DE, 11.03283, 50.9787
485.463094, Disneyland Resort Paris, Chessy, France, FR, 2.7814984, 48.867903
486.387707, Ancona, Italia, IT, 13.51008, 43.59816
487.369165, Antwerp, Belgium, BE, 4.40346, 51.21989
488.1002987, Vilagarcia De Arousa, España, ES, -8.762523, 42.602189
489.378393, La Coruña, España, ES, -8.396, 43.37135
490.446242, Mestre, Italia, IT, 12.2425, 45.49028
491.315174, Santorini (Thira) National Airport, Greece, GR, 25.447267532348633, 36.405540466308594
492.315172, Athens International Airport, Greece, GR, 23.95126, 37.93636
493.429724, Orense, España, ES, -7.85, 42.33333
494.315042, Aéroport Paris Charles de Gaulle, France, FR, 2.577134, 49.0029701
495.314955, Khartoum, Soudan, SD, 32.55305, 15.59028
496.378850, Valladolid, España, ES, -4.72372, 41.65518
497.378879, Addis Abeba, Ethiopia, ET, 38.7, 9.0333333
498.393405, Veenendaal, Netherlands, NL, 5.55891, 52.02863
499.16883149, Ab, Germany, DE, 9.135555400000001, 49.9806625
500.393153, Amsterdam, Netherlands, NL, 4.88969, 52.37403
501.314040, Maastricht Aachen Flughafen, Niederlande, NL, 5.771296, 50.9151
502.376590, Hannover, Deutschland, DE, 9.73322, 52.37052
503.369233, Brussels, Belgium, BE, 4.34878, 50.85045
504.378655, Madrid, Spain, ES, -3.70256, 40.4165
505.406057, Estocolmo, Suecia, SE, 18.0649, 59.33258
506.393814, Oslo, Noruega, NO, 10.74609, 59.91273
507.399799, Cluj-Napoca, Romania, RO, 23.6, 46.76667
508.383864, Vecses, Hungary, HU, 19.28648, 47.40705
509.315117, London Stansted Airport, United Kingdom, GB, 0.26246270537376404, 51.889339447021484
510.380553, London, United Kingdom, GB, -0.12574, 51.50853
511.388019, Desenzano del Garda, Italy, IT, 10.53398, 45.46798
512.388748, Verona, Italy, IT, 10.99779, 45.43419
513.388498, Rome, Italy, IT, 12.4839, 41.89474
514.314936, Tel Aviv, Israel, IL, 34.87722, 32.01056
515.376712, Karlsruhe, Deutschland, DE, 8.38583, 49.00472
516.376548, Greifswald, Deutschland, DE, 13.38786, 54.09311
517.387787, Bologna, Italy, IT, 11.33875, 44.49381
518.378857, Vigo, España, ES, -8.72264, 42.23282
519.6184392, Vitoria - Gasteiz, España, ES, -2.681792, 42.859166
520.378468, Barcelona, Spain, ES, 2.15899, 41.38879
521.398773, Lisbon, Portugal, PT, -9.13333, 38.71667
522.379727, Paris, France, FR, 2.3488, 48.85341
523.379793, Rouen, France, FR, 1.09932, 49.44313
524.369748, Elhovo, Bulgaria, BG, 26.5666667, 42.1666667
525.369880, Topolovgrad, Bulgaria, BG, 26.33333, 42.08333
526.388521, Salerno, Italy, IT, 14.76599, 40.67797
527.388317, Naples, Italy, IT, 14.25, 40.83333
528.376217, Berlin, Germany, DE, 13.41053, 52.52437
529.376875, Mannheim, Germany, DE, 8.47955, 49.49671
530.314872, Halmstad, Sweden, SE, 12.81642, 56.68187
531.379620, Marseille, France, FR, 5.38107, 43.29695
532.315090, London Gatwick Airport, United Kingdom, GB, -0.17620690166950226, 51.160465240478516
533.369231, Brujas, Bélgica, BE, 3.22424, 51.20892
534.388252, Milan, Italy, IT, 9.18951, 45.46427
535.388058, Florence, Italy, IT, 11.25, 43.76667
536.383168, Budapest, Hungary, HU, 19.03991, 47.49801
537.379691, Nice, France, FR, 7.26608, 43.70313
538.376946, München, Deutschland, DE, 11.57549, 48.13743
539.368460, Innsbruck, Österreich, AT, 11.39454, 47.26266
540.380671, Poole, United Kingdom, GB, -2.0, 50.71667
541.380795, Swansea, United Kingdom, GB, -3.94323, 51.62079
542.388399, Perugia, Italy, IT, 12.388864517211914, 43.11220932006836
543.398202, Kraków, Poland, PL, 19.91667, 50.08333
544.368534, Salzburg, Austria, AT, 13.04399, 47.79941
545.388718, Turin, Italie, IT, 7.68682, 45.07049
546.379822, Saint-Étienne, France, FR, 4.4, 45.43333
547.378726, Pamplona, España, ES, -1.64323, 42.81687
548.393359, 루르몬트, Netherlands, NL, 5.9875, 51.19417
549.376375, 뒤셀도르프, Germany, DE, 6.77616, 51.22172
550.368571, Вена, Австрия, AT, 16.37208, 48.20849
551.375859, Прага, Чехия, CZ, 14.42076, 50.08804
552.383026, Zagreb, Croatia, HR, 15.97798, 45.81444
553.373297, Zurich, Switzerland, CH, 8.55, 47.36667
554.320756, Paris Gare Montparnasse, France, FR, 2.3188128, 48.8408413
555.379805, Saint-Brieuc, France, FR, -2.78333, 48.51667
556.398532, Warsaw, Poland, PL, 21.01178, 52.22977
557.398334, Lublin, Poland, PL, 22.56667, 51.25
558.372131, Brest, Belarus, BY, 23.68775, 52.09755
559.407183, Istanbul, Türkei, TR, 28.94966, 41.01384
560.378660, Málaga, España, ES, -4.420328617095947, 36.72001266479492
561.379749, 普瓦捷, 法国, FR, 0.33333, 46.58333
562.376860, Ludwigshafen am Rhein, Germany, DE, 8.44641, 49.48121
563.387818, Cagliari, Italia, IT, 9.13462, 39.20738
564.378849, Valencia, Spagna, ES, -0.37739, 39.46975
565.379668, Montpellier, France, FR, 3.87723, 43.61092
566.388713, Trieste, Italy, IT, 13.78, 45.64861
567.388753, Vicenza, Italy, IT, 11.5409, 45.55729
568.379252, Bordeaux, France, FR, -0.5805, 44.84044
569.379604, Lyon, Francia, FR, 4.84671, 45.74846
570.435583, Paray-Vieille-Poste, France, FR, 2.36283, 48.71402
571.379538, Laval, France, FR, -0.76667, 48.06667
572.377293, Штутгарт, Германия, DE, 9.17702, 48.78232
573.446036, Monterosso al Mare, Italy, IT, 9.65494, 44.14666
574.338494, Rapallo, Italy, IT, 9.231553, 44.351239
575.379172, Annemasse, France, FR, 6.23775, 46.19439
576.378850, Valladolid, España, ES, -4.72372, 41.65518
577.388402, Pescara, Italy, IT, 14.21021, 42.46024
578.379577, Lille, France, FR, 3.05858, 50.63297
579.379186, Arras, France, FR, 2.78186, 50.29301
580.388065, Forio, Italy, IT, 13.865193367004395, 40.73426055908203
581.388452, Pozzuoli, Italy, IT, 14.11001, 40.83196
582.379956, Vernon, France, FR, 1.46332, 49.09292
583.388506, Rossano, Italy, IT, 16.6349, 39.5751
584.393361, Rotterdam, Netherlands, NL, 4.47917, 51.9225
585.329603, Kaiserslautern Hbf, Germany, DE, 7.768711, 49.43614
586.444595, Sirmione, Italy, IT, 10.60518, 45.46858
587.379282, Cannes, France, FR, 7.01275, 43.55135
588.387885, Caserta, Italy, IT, 14.33493, 41.08322
589.379753, Pontivy, France, FR, -2.98333, 48.06667
590.379770, Rennes, France, FR, -1.67429, 48.11198
591.439525, Bresles, France, FR, 2.25024, 49.41044
592.378482, Bilbao, Spain, ES, -2.92528, 43.26271
593.369427, Lille, Belgium, BE, 4.82312, 51.24197
594.398316, Legionowo, Poland, PL, 20.92664, 52.40149
595.388137, Ischia, Italy, IT, 13.948413848876953, 40.73539352416992
596.445400, Positano, Italy, IT, 14.48427, 40.62829
597.381320, Athens, Greece, GR, 23.71622, 37.97945
598.379363, Creil, France, FR, 2.48477, 49.25672
599.376319, Кёльн, Германия, DE, 6.95, 50.93333
600.373096, Ginebra, Suiza, CH, 6.14569, 46.20222
601.8369280, Sibari, Italy, IT, 16.454059, 39.748906
602.388005, Cosenza, Italy, IT, 16.25019, 39.30999
603.445277, Reggio Emilia, Italia, IT, 10.63125, 44.69825
604.369887, Varna, Bulgaria, BG, 27.91667, 43.21667
605.369856, Silistra, Bulgaria, BG, 27.26667, 44.11667
606.448362, Amalfi, Italy, IT, 14.60238, 40.6349
607.315474, Aeroporto di Cagliari, Italia, IT, 9.05813, 39.25267
608.448546, Lamezia Terme, Italia, IT, 16.3092, 38.96589
609.388678, Terni, Italia, IT, 12.64987, 42.56713
610.387846, Canosa di Puglia, Italia, IT, 16.06747, 41.21963
611.407908, Київ, Україна, UA, 30.5238, 50.45466
612.398209, Dąbrowa Górnicza, Poland, PL, 19.2374, 50.31818
613.379922, Toulouse, France, FR, 1.44367, 43.60426
614.379154, Albi, France, FR, 2.148, 43.9298
615.376367, Dresden, Germany, DE, 13.73832, 51.05089
616.379162, Amiens, France, FR, 2.3, 49.9
617.313887, Venezia Treviso, Italy, IT, 12.20272, 45.65121
618.388377, Palermo, Italia, IT, 13.35976, 38.11582
619.379679, Mulhouse, France, FR, 7.33333, 47.75
620.379379, Dijon, France, FR, 5.01667, 47.31667
621.388218, Marsala, Italy, IT, 12.43518, 37.79664
622.387961, Cinisi, Italy, IT, 13.10734, 38.15615
623.401430, Timişoara, Romania, RO, 21.22571, 45.75372
624.399891, Craiova, Romania, RO, 23.799904, 44.31682
625.387761, Bari, Italy, IT, 16.85118, 41.11773
626.398447, Rybnik, Poland, PL, 18.54179, 50.09713
627.369165, Antwerpen, België, BE, 4.40346, 51.21989
628.379637, Metz, France, FR, 6.17269, 49.11911
629.390305, Luxembourg, Luxembourg, LU, 6.13, 49.61167
630.380124, Birmingham, United Kingdom, GB, -1.89983, 52.48142
631.377541, Copenhagen, Denmark, DK, 12.56553, 55.67594
632.338443, Vicenza, 意大利, IT, 11.540774, 45.541096
633.378536, Córdoba, España, ES, -4.76667, 37.88333
634.378875, Zaragoza, España, ES, -0.87734, 41.65606
635.387957, Ciampino, Italy, IT, 12.60658, 41.80162
636.377221, Schwandorf in Bayern, Germany, DE, 12.1098, 49.32534
637.378823, Toledo, Spain, ES, -4.02263, 39.8581
638.338578, Roma Tiburtina, Italia, IT, 12.531457, 41.911072
639.338533, Bologna Centrale, Italia, IT, 11.343406, 44.506141
640.388162, Lecce, Italy, IT, 18.17202, 40.35703
641.314525, Aéroport Lyon Saint Exupéry, France, FR, 5.082447, 45.71981
642.379340, Clermont-Ferrand, France, FR, 3.08628, 45.77966
643.314051, Abidjan, Côte d'Ivoire, CI, -3.932743, 5.256242
644.390050, Vilnius, Lithuania, LT, 25.2798, 54.68916
645.390524, Rēzekne, Latvia, LV, 27.31667, 56.5
646.427098, Ibiza, Spain, ES, 1.4329776763916016, 38.90880584716797
647.383008, Rijeka, Croatia, HR, 14.40917, 45.34306
648.376748, Königs Wusterhausen, Germany, DE, 13.633, 52.30141
649.414061, Straßburg, Austria, AT, 14.32861, 46.89444
650.398223, Gdańsk, Poland, PL, 18.64637, 54.35205
651.377329, Trier, Germany, DE, 6.639200210571289, 49.75566864013672
652.379183, Arles, France, FR, 4.63031, 43.67681
653.379782, Rognac, France, FR, 5.23387, 43.48761
654.369728, Burgas, Bulgaria, BG, 27.46781, 42.50606
655.369867, Stara Zagora, Bulgaria, BG, 25.64194, 42.43278
656.376702, Kaiserslautern, Germany, DE, 7.77161, 49.443
657.376460, Frankfurt am Main, Germany, DE, 8.68417, 50.11552
658.378980, Helsinki, Finland, FI, 24.93545, 60.16952
659.378581, Gerona, España, ES, 2.82493, 41.98311
660.379628, Meaux, France, FR, 2.87885, 48.96014
661.379233, Biarritz, France, FR, -1.55558, 43.48012
662.369863, Sofia, Bulgaria, BG, 23.32415, 42.69751
663.388450, Potenza, Italy, IT, 15.80857, 40.64432
664.387921, Catania, Italy, IT, 15.08719, 37.50213
665.398422, Poznan, Poland, PL, 16.92993, 52.40692
666.379202, Aviñón, Francia, FR, 4.808858871459961, 43.94834899902344
667.378585, Granada, Spain, ES, -3.60667, 37.18817
668.372146, Minsk, Belarus, BY, 27.56667, 53.9
669.379795, Royan, France, FR, -1.0281, 45.62846
670.380164, Bristol, United Kingdom, GB, -2.59665, 51.45523
671.388264, Modugno, Italy, IT, 16.77798, 41.09743
672.388251, Messina, Italy, IT, 15.54969, 38.19327
673.388231, Matera, Italy, IT, 16.60158, 40.66852
674.369425, Liège, Belgium, BE, 5.56749, 50.63373
675.382985, Karlovac, Croatia, HR, 15.54778, 45.48722
676.406120, Ljubljana, Slovenia, SI, 14.50513, 46.05108
677.387971, Civitanova Marche, Italy, IT, 13.72058, 43.30696
678.388195, Macerata, Italy, IT, 13.44108, 43.29816
679.387983, Comiso, Italy, IT, 14.61018, 36.95134
680.387675, Acireale, Italy, IT, 15.16279, 37.60666
681.369487, Nijlen, Belgium, BE, 4.67008, 51.16096
682.368439, Graz, Österreich, AT, 15.45, 47.06667
683.377318, Titisee-Neustadt, Deutschland, DE, 8.19063, 47.92104
684.329522, Frankfurt (Main) Hbf, Germany, DE, 8.663785, 50.107149
685.329690, Nuremberg Hbf, Germany, DE, 11.082989, 49.445615
686.375495, Brno, Czechia, CZ, 16.60753059387207, 49.19510269165039
687.369769, Karlovo, Bulgaria, BG, 24.8, 42.63333
688.446239, Metaponto, Italy, IT, 16.80762, 40.37329
689.393225, Eindhoven, Netherlands, NL, 5.47778, 51.44083
690.16870118, Hemavan Airport, Sweden, SE, 15.082799911499023, 65.80609893798828
691.446242, Mestre, Italien, IT, 12.2425, 45.49028
692.406199, Bratislava, Slovakia, SK, 17.10674, 48.14816
693.320755, Paris Gare de Lyon, France, FR, 2.37356, 48.844928
694.8442339, Nîmes, France, FR, 4.36615, 43.8325
695.387992, Corato, Italia, IT, 16.41387, 41.14553
696.390602, Монако, Монако, MC, 7.41667, 43.73333
697.378558, Puerto de Santa María, España, ES, -6.23298, 36.59389
698.1001969, Sevilla San Bernardo, España, ES, -5.979519, 37.377923
699.388628, Siena, Italy, IT, 11.33283, 43.32004
700.379692, Nîmes, France, FR, 4.35, 43.83333
701.437201, Langogne, France, FR, 3.85539, 44.72726
702.315468, Malta International Airport, Мальта, MT, 14.4954, 35.84978
703.398504, Szczecin, Polska, PL, 14.55302, 53.42894
704.378700, Murcia, Spain, ES, -1.13004, 37.98704
705.329792, Holzwickede, Germany, DE, 7.619643, 51.504765
706.377033, Osnabrück, Germany, DE, 8.0498, 52.27264
707.447709, Capri, Italy, IT, 14.24263, 40.55068
708.382998, Ogulin, Croatia, HR, 15.22861, 45.26611
709.388348, Olbia, Italy, IT, 9.48563, 40.92137
710.387698, Alghero, Italy, IT, 8.31806, 40.55889
711.379610, Manosque, France, FR, 5.78688, 43.82883
712.379464, Grenoble, France, FR, 5.71667, 45.16667
713.373139, Lausanne, Suisse, CH, 6.63282, 46.516
714.427775, Alicante, Spain, ES, -0.48149, 38.34517
715.16808353, Mont Saint-Michel, France, FR, -1.511071, 48.635345
716.334196, Berlijn Hbf, Duitsland, DE, 13.369548, 52.525589
717.329619, Keulen Hbf, Duitsland, DE, 6.958729, 50.943027
718.421838, Kohn, Germany, DE, 10.45, 54.35
719.313998, Sarajevo International Airport, Bosnia and Herzegovina, BA, 18.33139, 43.82444
720.464137, Salamanca, España, ES, -5.65, 40.96667
721.377001, Nürnberg, Deutschland, DE, 11.06833, 49.44778
722.388677, Termoli, Italy, IT, 14.98953, 41.98884
723.388120, Grottammare, Italy, IT, 13.86489, 42.98875
724.376540, Göttingen, Deutschland, DE, 9.93406, 51.53933
725.369241, Charleroi, Belgium, BE, 4.44448, 50.41136
726.388663, Syracuse, Italia, IT, 15.273, 37.08515
727.338579, Roma Termini, Italia, IT, 12.50279, 41.900492
728.443173, Villafranca Tirrena, Italia, IT, 15.43739, 38.24007
729.406009, Katrineholm, Sverige, SE, 16.20721, 58.99587
730.387682, Afragola, Italy, IT, 14.31083, 40.92601
731.379596, Loudéac, France, FR, -2.75433, 48.17826
732.388766, Villa San Giovanni, Italy, IT, 15.63859, 38.22757
733.388666, Taranto, Italy, IT, 17.22972, 40.47611
734.398427, Pszczyna, Poland, PL, 18.95382, 49.98037
735.388743, Venice, Italy, IT, 12.32667, 45.43861
736.447306, Chianciano Terme, Italy, IT, 11.81245, 43.04394
737.388094, Gela, Italy, IT, 14.23068, 37.08034
738.380324, Edimburgo, Reino Unido, GB, -3.19648, 55.95206
739.314987, Lisbon Portela Airport, Portugal, PT, -9.1291, 38.7704
740.329668, München Hbf, Deutschland, DE, 11.558338, 48.140228
741.434367, Saint-Jean-Pied-de-Port, Frankreich, FR, -1.23738, 43.16363
742.379170, Annecy, France, FR, 6.11667, 45.9
743.434441, Saint-Gervais-les-Bains, France, FR, 6.71381, 45.8929
744.8442266, Massy - Palaiseau, France, FR, 2.259, 48.724
745.376073, Aachen, Germany, DE, 6.08342, 50.77664
746.314028, Brussels Airport, Belgium, BE, 4.4848145, 50.8955342
747.388528, San Benedetto del Tronto, Italy, IT, 13.88157, 42.94562
748.387707, Ancona, Italy, IT, 13.51008, 43.59816
749.376588, Hanau, Germany, DE, 8.91418, 50.13423
750.16851906, Praga, Polónia, PL, 21.7914763, 52.4187332
751.378476, Benidorm, Spain, ES, -0.13098, 38.53816
752.427156, Guardamar del Segura, Spain, ES, -0.65556, 38.09031
753.373033, Berne, Switzerland, CH, 7.44744, 46.94809
754.369820, Panagyurishte, Bulgaria, BG, 24.18333, 42.5
755.362074, St-Brieuc, France, FR, -2.766619, 48.505361
756.398220, Elblag, Poland, PL, 19.40884, 54.1522
757.314960, Santiago de Compostela Airport, 西班牙, ES, -8.416464, 42.89913
758.379268, Brive-la-Gaillarde, France, FR, 1.53333, 45.15
759.379499, Issy-les-Moulineaux, France, FR, 2.27718, 48.82104
760.434930, Roissy-en-France, France, FR, 2.51703, 49.00443
761.449582, Casamicciola Terme, Italy, IT, 13.910216, 40.745735
762.388060, Foggia, Italy, IT, 15.54925, 41.46093
763.398549, Wrocław, Polska, PL, 17.03333, 51.1
764.420583, Neufahrn bei Freising, Germany, DE, 11.66316, 48.31588
765.443820, Capo d'Orlando, Italy, IT, 14.73047, 38.14346
766.376583, Hamburg, Germany, DE, 10.01534, 53.57532
767.399578, Bucharest, Romania, RO, 26.10626, 44.43225
768.401213, Sinaia, Romania, RO, 25.55, 45.35
769.3332801, Bolzano Bozen, Italia, IT, 11.358568, 46.496324
770.338537, Rimini, Italia, IT, 12.574012, 44.06424
771.421771, Bad Kötzting, Germany, DE, 12.85515, 49.17649
772.388720, Udine, Italy, IT, 13.24222, 46.06194
773.390525, Riga, Latvia, LV, 24.10589, 56.946
774.427308, Elche, Spain, ES, -0.70107, 38.26218
775.380309, Dunstable, United Kingdom, GB, -0.52099, 51.886
776.378805, Soria, España, ES, -2.46883, 41.76401
777.378491, Burgos, España, ES, -3.7, 42.35
778.379854, Saint-Pierre-des-Corps, France, FR, 0.74849, 47.38623
779.375528, 克鲁姆洛夫, 捷克, CZ, 14.31521, 48.81091
780.376422, Erfurt, Germany, DE, 11.03283, 50.9787
781.369808, Montana, Bulgaria, BG, 23.225, 43.4125
782.315660, Rabat, Morocco, MA, -6.751389, 34.05139
783.388153, La Spezia, Italia, IT, 9.84339, 44.11054
784.315043, Aéroport de Paris Orly, France, FR, 2.364111, 48.72613
785.448576, Casagiove, Italy, IT, 14.30773, 41.07472
786.390595, Tangier, Morocco, MA, -5.79975, 35.76727
787.380575, Manchester, United Kingdom, GB, -2.23743, 53.48095
788.373120, Interlaken, Switzerland, CH, 7.86638, 46.68387
789.340841, Rotterdam Centraal, Nederländerna, NL, 4.468771, 51.924804
790.401716, Белград, Сербия, RS, 20.46513, 44.80401
791.378797, Sevilla, España, ES, -5.97613, 37.38241
792.369876, Svishtov, Bulgaria, BG, 25.35389, 43.62306
793.369798, Lovech, Bulgaria, BG, 24.71667, 43.13333
794.380650, Oxford, United Kingdom, GB, -1.25596, 51.75222
795.365783, Marne la Vallée-Chessy, France, FR, 2.782619, 48.869352
796.379839, St-Malo, France, FR, -2.01667, 48.65
797.329725, Saarbrücken Hbf, Deutschland, DE, 6.991018, 49.241065
798.376436, Essen, Deutschland, DE, 7.012499809265137, 51.456451416015625
799.369861, Sliven, Bulgaria, BG, 26.32917, 42.68583
800.387802, Brescia, Italy, IT, 10.22727, 45.52478
801.378580, Gijón, Spanien, ES, -5.66152, 43.53573
802.314522, Aeroporto de Milão Malpensa, Itália, IT, 8.722839, 45.63136
803.398868, Porto, Portugal, PT, -8.61099, 41.14961
804.373029, Basel, Schweiz, CH, 7.57327, 47.5584
805.379901, Strasbourg, France, FR, 7.74296, 48.58342
806.450800, Ålesund, Norway, NO, 6.15492, 62.47225
807.393496, Bergen, Norway, NO, 5.324578762054443, 60.39292907714844
808.378835, Torremolinos, Spain, ES, -4.49976, 36.62035
809.378642, Lérida, España, ES, 0.61667, 41.61667
810.376926, Mönchengladbach, Germany, DE, 6.44172, 51.18539
811.376605, Heidelberg, Germany, DE, 8.69079, 49.40768
812.379347, Colomiers, France, FR, 1.33278, 43.61247
813.314512, Douala, Cameroun, CM, 9.717018, 4.01346
814.315042, Aéroport Paris Charles de Gaulle, France, FR, 2.577134, 49.0029701
815.398224, Gdynia, Poland, PL, 18.53188, 54.51889
816.446214, Minori, Italy, IT, 14.62684, 40.6503
817.388371, Padua, Italy, IT, 11.88181, 45.41519
818.376145, Bad Homburg, Deutschland, DE, 8.61963, 50.22667
819.388752, Vibo Valentia, Italia, IT, 16.0951, 38.67428
820.387953, Chieti, Italia, IT, 14.13801, 42.36094
821.377103, Ratzeburg, Deutschland, DE, 10.79084, 53.6947
822.463934, Freiburg im Breisgau, Germany, DE, 7.85222, 47.9959
823.444335, Toscolano-Maderno, Italy, IT, 10.60838, 45.63449
824.377149, Rosenheim, Germany, DE, 12.12247, 47.85637
825.429002, San Sebastián, España, ES, -1.97499, 43.31283
826.372134, Gomel, Białoruś, BY, 30.9833333, 52.4416667
827.380521, Leicester, United Kingdom, GB, -1.13169, 52.6386
828.388208, Mantova, Italia, IT, 10.79784, 45.16031
829.369382, Jurbise, Belgium, BE, 3.90942, 50.531
830.8596199, Schaerbeek, Belgium, BE, 4.378491, 50.868855
831.316130, Jeddah, Saudi Arabia, SA, 39.15528, 21.68111
832.379308, Chambéry, France, FR, 5.93333, 45.56667
833.315056, Nice Cote d'Azur Airport, France, FR, 7.212856, 43.66379
834.376272, Bremen, Germany, DE, 8.80777, 53.07516
835.388645, Sorrento, Italy, IT, 14.37441, 40.62601
836.378436, Antequera, España, ES, -4.56123, 37.01938
837.410951, Nueva York, Estados Unidos, US, -74.00597, 40.71427
838.16834972, Hallstatt, Austria, AT, 13.64912, 47.56231
839.338409, Brennero/Brenner, Italia, IT, 11.505428, 47.002338
840.388246, Merano, Italia, IT, 11.15953, 46.66817
841.463094, Disneyland Resort Paris, Chessy, France, FR, 2.7814984, 48.867903
842.369317, Ghent, Belgium, BE, 3.71667, 51.05
843.402949, Kaliningrad, Russia, RU, 20.517745, 54.717559
844.369757, Kharmanli, Bulgaria, BG, 25.9, 41.93333
845.369831, Plovdiv, Bulgaria, BG, 24.75, 42.15
846.369790, Kubrat, Bulgaria, BG, 26.5, 43.8
847.369847, Rousse, Bulgaria, BG, 25.97083, 43.85639
848.378594, Huelva, España, ES, -6.95083, 37.25833
849.379819, Saintes, France, FR, -0.63333, 45.75
850.379531, La Rochelle, France, FR, -1.15, 46.16667
851.314039, Köln / Bonn Flughafen, Deutschland, DE, 7.119956, 50.879908
852.376427, Erlangen, Germany, DE, 10.99497, 49.59561
853.378545, Denia, Spain, ES, 0.10574, 38.84078
854.379712, Orléans, France, FR, 1.90389, 47.90289
855.383025, Zadar, Croatia, HR, 15.24222, 44.11972
856.383005, Požega, Croatia, HR, 17.68528, 45.34028
857.379345, Colmar, France, FR, 7.36667, 48.08333
858.373152, Lucerne, Switzerland, CH, 8.306272506713867, 47.0504150390625
859.377093, Radevormwald, Deutschland, DE, 7.36027, 51.20218
860.398866, Portimao, Portugal, PT, -8.53775, 37.13856
861.387773, Bergamo, Italy, IT, 9.66895, 45.69798
862.314031, Aeropuerto de Eindhoven, Holanda, NL, 5.376692, 51.45079
863.16879410, Tenerife, Spain, ES, -16.62913, 28.291564
864.435572, Paron, France, FR, 3.25076, 48.17888
865.384349, Dublin, Ireland, IE, -6.24889, 53.33306
866.385208, Delhi, India, IN, 77.22897, 28.65381
867.16836735, Milan Centrale, Italy, IT, 9.20482, 45.48713
868.369892, Vratsa, Bulgaria, BG, 23.5625, 43.21
869.375446, Larnaca, Cyprus, CY, 33.62917, 34.91667
870.313884, Prague Vaclav Havel Airport, Czechia, CZ, 14.26731, 50.1073
871.376809, Лейпциг, Германия, DE, 12.37129, 51.33962
872.398477, Stalowa Wola, Poland, PL, 22.05334, 50.58286
873.398451, Rzeszów, Poland, PL, 21.99901, 50.04132
874.376749, Konstanz, Germany, DE, 9.17582, 47.66033
875.315174, Aeropuerto Nacional de Santorini (Thira), Grecia, GR, 25.447267532348633, 36.405540466308594
876.313711, Aeropuerto de Barcelona El Prat, España, ES, 2.0744297, 41.3025957
877.447768, Candela, Italy, IT, 15.51465, 41.13792
878.362224, Orléans Centre, France, FR, 1.906719, 47.906446
879.388138, Isernia, Italia, IT, 14.23822, 41.60022
880.398293, Koszalin, Poland, PL, 16.17222, 54.19438
881.398269, Katowice, Poland, PL, 19.02754, 50.25842
882.398317, Legnica, Poland, PL, 16.1619, 51.21006
883.398261, Jelenia Góra, Poland, PL, 15.72899, 50.89973
884.16879420, Lanzarote, Spain, ES, -13.589973, 29.046854
885.388096, Genova, Italia, IT, 8.93386, 44.40632
886.376463, Фрайбург, Германия, DE, 9.288249969482422, 53.825408935546875
887.403838, Москва, Россия, RU, 37.61556, 55.75222
888.380667, Plymouth, Verenigd Koninkrijk, GB, -4.14305, 50.37153
889.368583, Wels, Austria, AT, 14.03333, 48.16667
890.387984, Como, Italy, IT, 9.08744, 45.80998
